Source,Target,Type,Category
PA450801,PA447212,Dirigé,treats
PA450801,PA447211,Dirigé,treats
PA450801,DOID:2055,Dirigé,treats
PA451333,PA451741,Dirigé,interacts with
PA164742986,PA449839,Dirigé,interacts with
PA448964,PA449839,Dirigé,interacts with
PA449493,PA450386,Dirigé,interacts with
PA449493,PA451107,Dirigé,interacts with
PA449493,PA164754755,Dirigé,interacts with
PA451108,PA451209,Dirigé,interacts with
PA164742986,PA449646,Dirigé,interacts with
PA448964,PA449646,Dirigé,interacts with
PA449422,PA10074,Dirigé,interacts with
PA450401,PA10074,Dirigé,interacts with
PA451264,PA450903,Dirigé,interacts with
PA451264,DOID:6364,Dirigé,treats
PA451975,PA450903,Dirigé,interacts with
PA451975,DOID:6364,Dirigé,treats
PA449422,PA448383,Dirigé,interacts with
PA450401,PA448383,Dirigé,interacts with
PA450850,PA451457,Dirigé,interacts with
PA448964,PA449422,Dirigé,interacts with
PA451108,PA451457,Dirigé,interacts with
PA450801,PA450903,Dirigé,interacts with
PA451168,PA450903,Dirigé,interacts with
PA448519,PA449958,Dirigé,interacts with
PA450085,PA449001,Dirigé,interacts with
PA448519,PA164754755,Dirigé,interacts with
PA164742986,PA449493,Dirigé,interacts with
PA448964,PA449493,Dirigé,interacts with
PA449493,PA449011,Dirigé,interacts with
PA451457,PA153619853,Dirigé,interacts with
PA164742986,PA450401,Dirigé,interacts with
PA448964,PA450401,Dirigé,interacts with
PA164742986,PA449422,Dirigé,interacts with
PA449493,PA449958,Dirigé,interacts with
PA449493,PA449389,Dirigé,interacts with
PA450401,PA164754755,Dirigé,interacts with
PA451333,PA450903,Dirigé,interacts with
PA449599,PA450903,Dirigé,interacts with
PA449273,PA450903,Dirigé,interacts with
PA449422,PA450705,Dirigé,interacts with
PA450401,PA450705,Dirigé,interacts with
PA448519,PA450555,Dirigé,interacts with
PA449422,PA449958,Dirigé,interacts with
PA450401,PA449958,Dirigé,interacts with
PA449422,PA164754755,Dirigé,interacts with
PA449422,PA451209,Dirigé,interacts with
PA450401,PA451209,Dirigé,interacts with
PA449493,PA451472,Dirigé,interacts with
PA449493,PA449839,Dirigé,interacts with
PA451209,PA450555,Dirigé,interacts with
PA451457,PA450555,Dirigé,interacts with
PA448519,PA449389,Dirigé,interacts with
PA450401,PA450555,Dirigé,interacts with
PA449422,PA450555,Dirigé,interacts with
PA451209,PA10074,Dirigé,interacts with
PA451457,PA10074,Dirigé,interacts with
PA449422,PA449389,Dirigé,interacts with
PA450401,PA449389,Dirigé,interacts with
PA448519,PA450386,Dirigé,interacts with
PA448486,PA449072,Dirigé,interacts with
PA451107,PA449072,Dirigé,interacts with
PA451107,PA448486,Dirigé,interacts with
PA449422,PA450386,Dirigé,interacts with
PA450401,PA450386,Dirigé,interacts with
PA448519,PA451107,Dirigé,interacts with
PA449422,PA451107,Dirigé,interacts with
PA450401,PA451107,Dirigé,interacts with
PA449422,PA451457,Dirigé,interacts with
PA450401,PA451457,Dirigé,interacts with
PA451209,PA449011,Dirigé,interacts with
PA448408,PA451112,Dirigé,interacts with
PA451457,PA449011,Dirigé,interacts with
PA450401,PA451112,Dirigé,interacts with
PA449422,PA450850,Dirigé,interacts with
PA450401,PA450850,Dirigé,interacts with
PA448519,PA449011,Dirigé,interacts with
PA448519,PA449373,Dirigé,interacts with
PA450403,PA451112,Dirigé,interacts with
PA448486,PA449028,Dirigé,interacts with
PA451107,PA449028,Dirigé,interacts with
PA164742986,PA449841,Dirigé,interacts with
PA450085,PA449977,Dirigé,interacts with
PA448964,PA449841,Dirigé,interacts with
PA451209,PA449373,Dirigé,interacts with
PA449422,PA451108,Dirigé,interacts with
PA450401,PA451108,Dirigé,interacts with
PA451457,PA449373,Dirigé,interacts with
PA449422,PA449011,Dirigé,interacts with
PA450401,PA449011,Dirigé,interacts with
PA449422,PA449373,Dirigé,interacts with
PA450401,PA449373,Dirigé,interacts with
PA448964,PA164742986,Dirigé,interacts with
PA448519,PA451472,Dirigé,interacts with
00682,PA448015,Dirigé,interacts with
PA450401,PA451741,Dirigé,interacts with
PA449422,PA448948,Dirigé,interacts with
PA450401,PA448948,Dirigé,interacts with
PA450403,PA451741,Dirigé,interacts with
PA448408,PA451741,Dirigé,interacts with
PA164742986,PA448964,Dirigé,interacts with
PA451209,PA449389,Dirigé,interacts with
PA451457,PA449389,Dirigé,interacts with
PA449015,PA451457,Dirigé,interacts with
PA449422,PA449839,Dirigé,interacts with
PA450401,PA449839,Dirigé,interacts with
PA448519,PA449839,Dirigé,interacts with
PA153619853,PA451457,Dirigé,interacts with
PA450085,PA163522472,Dirigé,interacts with
PA448408,PA450903,Dirigé,interacts with
PA450085,PA164747039,Dirigé,interacts with
PA450401,PA450903,Dirigé,interacts with
PA449422,PA449646,Dirigé,interacts with
PA450401,PA449646,Dirigé,interacts with
PA451209,PA451472,Dirigé,interacts with
PA451209,PA449839,Dirigé,interacts with
PA451457,PA451472,Dirigé,interacts with
PA451457,PA449839,Dirigé,interacts with
PA450403,PA450903,Dirigé,interacts with
PA450085,PA10084,Dirigé,interacts with
PA448486,PA451666,Dirigé,interacts with
PA451107,PA451666,Dirigé,interacts with
PA451209,PA449958,Dirigé,interacts with
PA451457,PA449958,Dirigé,interacts with
PA164742986,PA153619853,Dirigé,interacts with
PA448964,PA153619853,Dirigé,interacts with
PA10066,DOID:6364,Dirigé,treats
PA10066,PA447196,Dirigé,treats
PA10066,DOID:3223,Dirigé,treats
PA10066,PA447211,Dirigé,treats
PA10066,PA445301,Dirigé,treats
PA449422,PA451472,Dirigé,interacts with
PA450401,PA451472,Dirigé,interacts with
PA10066,PA443430,Dirigé,treats
PA10066,DOID:2055,Dirigé,treats
PA10066,PA447294,Dirigé,treats
PA10066,DOID:14320,Dirigé,treats
PA10066,PA447207,Dirigé,treats
PA10066,DOID:3324,Dirigé,treats
PA10066,PA450903,Dirigé,interacts with
PA10066,DOID:150,Dirigé,treats
PA449690,PA451112,Dirigé,interacts with
PA450164,DOID:150,Dirigé,treats
PA450164,PA447199,Dirigé,treats
PA450164,PA444065,Dirigé,treats
PA10066,PA450101,Dirigé,interacts with
PA449015,PA450850,Dirigé,interacts with
PA450164,PA447200,Dirigé,treats
PA450164,DOID:3324,Dirigé,treats
PA450164,PA444066,Dirigé,treats
PA450164,DOID:12098,Dirigé,treats
PA450164,DOID:11832,Dirigé,treats
PA450164,DOID:6364,Dirigé,treats
PA450164,PA445093,Dirigé,treats
PA450164,PA444071,Dirigé,treats
PA450164,DOID:2055,Dirigé,treats
PA450164,PA448015,Dirigé,interacts with
PA450164,PA444020,Dirigé,treats
PA450705,PA451457,Dirigé,interacts with
PA449422,PA448498,Dirigé,interacts with
PA450401,PA448498,Dirigé,interacts with
PA448383,PA449072,Dirigé,interacts with
PA448383,PA448486,Dirigé,interacts with
PA448383,PA443459,Dirigé,treats
PA448383,PA444368,Dirigé,treats
PA449015,PA451112,Dirigé,interacts with
PA451209,PA451107,Dirigé,interacts with
PA451457,PA164754755,Dirigé,interacts with
PA153619853,PA450850,Dirigé,interacts with
PA451209,PA164754755,Dirigé,interacts with
PA451209,PA450386,Dirigé,interacts with
PA164742986,PA450705,Dirigé,interacts with
PA451457,PA450705,Dirigé,interacts with
PA448964,PA450705,Dirigé,interacts with
PA449015,PA451209,Dirigé,interacts with
PA153619853,PA451209,Dirigé,interacts with
PA451209,PA450705,Dirigé,interacts with
PA451333,PA450101,Dirigé,interacts with
PA449599,PA450101,Dirigé,interacts with
PA449273,PA450101,Dirigé,interacts with
PA449690,PA451741,Dirigé,interacts with
PA449015,PA451741,Dirigé,interacts with
PA450705,PA451209,Dirigé,interacts with
PA451209,PA449015,Dirigé,interacts with
PA449015,PA449646,Dirigé,interacts with
PA448964,PA449015,Dirigé,interacts with
PA164742986,PA449015,Dirigé,interacts with
PA153619853,PA451108,Dirigé,interacts with
PA451457,PA449015,Dirigé,interacts with
PA449015,PA451108,Dirigé,interacts with
PA449015,PA448948,Dirigé,interacts with
PA153619853,PA449646,Dirigé,interacts with
PA450801,PA450101,Dirigé,interacts with
PA451168,PA450101,Dirigé,interacts with
PA451107,PA448519,Dirigé,interacts with
PA451107,PA450965,Dirigé,interacts with
PA451457,PA448383,Dirigé,interacts with
PA448486,PA450965,Dirigé,interacts with
PA153619853,PA448498,Dirigé,interacts with
PA153619853,PA448948,Dirigé,interacts with
PA449015,PA448498,Dirigé,interacts with
PA450272,PA450603,Dirigé,interacts with
PA450085,PA448383,Dirigé,interacts with
14750,PA451112,Dirigé,interacts with
PA450603,PA451112,Dirigé,interacts with
PA451108,PA450850,Dirigé,interacts with
PA450850,PA451108,Dirigé,interacts with
PA448486,PA448519,Dirigé,interacts with
PA134688071,PA451112,Dirigé,interacts with
PA451209,PA448383,Dirigé,interacts with
PA450085,PA451868,Dirigé,interacts with
PA450085,PA450132,Dirigé,interacts with
PA451566,PA451741,Dirigé,interacts with
14750,PA451741,Dirigé,interacts with
PA450603,PA451741,Dirigé,interacts with
PA134688071,PA451741,Dirigé,interacts with
PA450850,PA448948,Dirigé,interacts with
PA450850,PA448498,Dirigé,interacts with
PA450850,PA448486,Dirigé,interacts with
PA451108,PA448486,Dirigé,interacts with
PA451108,PA448948,Dirigé,interacts with
PA450085,PA449653,Dirigé,interacts with
PA451108,PA448498,Dirigé,interacts with
PA450850,PA449646,Dirigé,interacts with
PA451108,PA449646,Dirigé,interacts with
PA450705,PA449422,Dirigé,interacts with
PA449015,PA449422,Dirigé,interacts with
PA153619853,PA449422,Dirigé,interacts with
PA450085,PA10233,Dirigé,interacts with
PA449015,PA449493,Dirigé,interacts with
PA450850,PA449072,Dirigé,interacts with
PA451108,PA449072,Dirigé,interacts with
PA153619853,PA449493,Dirigé,interacts with
PA450705,PA449493,Dirigé,interacts with
PA153619853,PA450401,Dirigé,interacts with
PA450850,PA451666,Dirigé,interacts with
PA451108,PA451666,Dirigé,interacts with
PA450850,PA450555,Dirigé,interacts with
PA451108,PA10074,Dirigé,interacts with
PA450705,PA450401,Dirigé,interacts with
PA449015,PA450401,Dirigé,interacts with
PA450850,PA10074,Dirigé,interacts with
PA448486,PA164742986,Dirigé,interacts with
PA451209,PA449422,Dirigé,interacts with
PA451107,PA164742986,Dirigé,interacts with
PA451457,PA449422,Dirigé,interacts with
PA450850,PA449028,Dirigé,interacts with
PA450272,PA449028,Dirigé,interacts with
PA451108,PA449028,Dirigé,interacts with
PA448964,PA449389,Dirigé,interacts with
00682,PA450985,Dirigé,interacts with
PA448486,PA153619853,Dirigé,interacts with
PA451107,PA153619853,Dirigé,interacts with
PA164742986,PA449389,Dirigé,interacts with
PA164742986,PA164754755,Dirigé,interacts with
PA164742986,PA449958,Dirigé,interacts with
PA448964,PA164754755,Dirigé,interacts with
PA448964,PA449958,Dirigé,interacts with
00682,PA450149,Dirigé,interacts with
00682,PA448871,Dirigé,interacts with
00682,PA449982,Dirigé,interacts with
PA450555,PA164742986,Dirigé,interacts with
PA449373,PA164742986,Dirigé,interacts with
PA449011,PA164742986,Dirigé,interacts with
00682,PA449688,Dirigé,interacts with
PA451209,PA450401,Dirigé,interacts with
PA451457,PA450401,Dirigé,interacts with
PA449011,PA153619853,Dirigé,interacts with
00682,PA449594,Dirigé,interacts with
PA448422,PA10034,Dirigé,interacts with
PA451107,PA449015,Dirigé,interacts with
00682,PA451544,Dirigé,interacts with
00682,PA450272,Dirigé,interacts with
PA449673,PA451741,Dirigé,interacts with
PA450555,PA153619853,Dirigé,interacts with
PA449373,PA153619853,Dirigé,interacts with
PA450464,PA451741,Dirigé,interacts with
PA164743028,PA450264,Dirigé,interacts with
PA448486,PA449015,Dirigé,interacts with
PA450850,PA450965,Dirigé,interacts with
PA449373,PA449015,Dirigé,interacts with
PA448486,PA450705,Dirigé,interacts with
PA448948,PA448498,Dirigé,interacts with
PA164743028,PA450606,Dirigé,interacts with
PA451107,PA450705,Dirigé,interacts with
PA451108,PA450965,Dirigé,interacts with
PA448948,PA449646,Dirigé,interacts with
PA449646,PA448498,Dirigé,interacts with
PA164743028,PA448422,Dirigé,interacts with
PA448948,PA449422,Dirigé,interacts with
PA164743028,PA163522473,Dirigé,interacts with
PA449646,PA449422,Dirigé,interacts with
PA450555,PA449015,Dirigé,interacts with
PA449011,PA449015,Dirigé,interacts with
PA448422,PA451250,Dirigé,interacts with
PA450555,PA448383,Dirigé,interacts with
PA448948,PA450401,Dirigé,interacts with
PA449646,PA450401,Dirigé,interacts with
PA448948,PA10074,Dirigé,interacts with
PA449646,PA10074,Dirigé,interacts with
PA164743028,PA451305,Dirigé,interacts with
PA449015,PA451107,Dirigé,interacts with
PA153619853,PA451107,Dirigé,interacts with
PA449373,PA448383,Dirigé,interacts with
PA449011,PA448383,Dirigé,interacts with
PA448486,PA448383,Dirigé,interacts with
00682,PA448383,Dirigé,interacts with
PA449646,PA448948,Dirigé,interacts with
PA164743028,PA451260,Dirigé,interacts with
PA451107,PA448383,Dirigé,interacts with
PA450555,PA450705,Dirigé,interacts with
PA448383,PA449841,Dirigé,interacts with
PA449015,PA10074,Dirigé,interacts with
PA153619853,PA10074,Dirigé,interacts with
PA449373,PA450705,Dirigé,interacts with
PA448383,PA448964,Dirigé,interacts with
PA449011,PA450705,Dirigé,interacts with
PA450555,PA451209,Dirigé,interacts with
PA449493,PA448964,Dirigé,interacts with
PA448383,PA164742986,Dirigé,interacts with
PA448497,PA450947,Dirigé,interacts with
PA448383,PA153619853,Dirigé,interacts with
PA449373,PA451209,Dirigé,interacts with
00682,PA450484,Dirigé,interacts with
PA450705,PA450850,Dirigé,interacts with
PA449493,PA449015,Dirigé,interacts with
PA448383,PA450850,Dirigé,interacts with
PA448383,PA450705,Dirigé,interacts with
PA448383,PA449015,Dirigé,interacts with
PA448383,PA451457,Dirigé,interacts with
PA448383,PA451209,Dirigé,interacts with
PA451975,PA450101,Dirigé,interacts with
PA449493,PA153619853,Dirigé,interacts with
PA449493,PA164742986,Dirigé,interacts with
PA449015,PA450555,Dirigé,interacts with
PA153619853,PA450555,Dirigé,interacts with
PA449493,PA450705,Dirigé,interacts with
PA153619853,PA449373,Dirigé,interacts with
PA448383,PA448948,Dirigé,interacts with
PA449015,PA449373,Dirigé,interacts with
PA450705,PA448948,Dirigé,interacts with
PA451264,PA450101,Dirigé,interacts with
PA153619853,PA449011,Dirigé,interacts with
PA449015,PA449011,Dirigé,interacts with
PA153619853,PA449958,Dirigé,interacts with
PA449015,PA449958,Dirigé,interacts with
PA153619853,PA164754755,Dirigé,interacts with
PA449015,PA451472,Dirigé,interacts with
PA153619853,PA451472,Dirigé,interacts with
PA448383,PA449646,Dirigé,interacts with
PA450705,PA449646,Dirigé,interacts with
PA449015,PA449389,Dirigé,interacts with
PA448486,PA450401,Dirigé,interacts with
PA153619853,PA449389,Dirigé,interacts with
PA451107,PA450401,Dirigé,interacts with
PA449493,PA448383,Dirigé,interacts with
PA449493,PA450850,Dirigé,interacts with
PA153619853,PA449839,Dirigé,interacts with
PA448383,PA451108,Dirigé,interacts with
PA450705,PA451108,Dirigé,interacts with
PA449015,PA450903,Dirigé,interacts with
PA449015,PA449839,Dirigé,interacts with
PA448383,PA10074,Dirigé,interacts with
PA449493,PA449646,Dirigé,interacts with
PA450705,PA10074,Dirigé,interacts with
PA448486,PA449422,Dirigé,interacts with
PA451107,PA449422,Dirigé,interacts with
PA449690,PA450903,Dirigé,interacts with
PA449493,PA451457,Dirigé,interacts with
PA164748099,PA451112,Dirigé,interacts with
PA164748099,PA450101,Dirigé,interacts with
PA164748099,PA445131,Dirigé,treats
PA449493,PA451209,Dirigé,interacts with
PA450705,PA448498,Dirigé,interacts with
PA451975,PA451741,Dirigé,interacts with
PA449493,PA451108,Dirigé,interacts with
PA449493,PA448948,Dirigé,interacts with
PA451264,PA451741,Dirigé,interacts with
PA448383,PA450555,Dirigé,interacts with
PA449493,PA448498,Dirigé,interacts with
PA448486,PA450555,Dirigé,interacts with
PA451107,PA450555,Dirigé,interacts with
PA448383,PA448498,Dirigé,interacts with
PA450705,PA450555,Dirigé,interacts with
PA449493,PA10074,Dirigé,interacts with
00682,PA449653,Dirigé,interacts with
PA448498,PA450555,Dirigé,interacts with
PA448486,PA449373,Dirigé,interacts with
PA451107,PA449373,Dirigé,interacts with
00682,PA450494,Dirigé,interacts with
00682,PA448785,Dirigé,interacts with
PA164742986,PA450386,Dirigé,interacts with
PA448964,PA450386,Dirigé,interacts with
PA448486,PA451472,Dirigé,interacts with
00682,PA10233,Dirigé,interacts with
PA451107,PA451472,Dirigé,interacts with
PA448486,PA449839,Dirigé,interacts with
PA448497,PA448966,Dirigé,interacts with
PA448498,PA449373,Dirigé,interacts with
PA451107,PA449839,Dirigé,interacts with
PA448486,PA449389,Dirigé,interacts with
PA451107,PA449389,Dirigé,interacts with
PA448486,PA164754755,Dirigé,interacts with
PA451107,PA164754755,Dirigé,interacts with
PA448486,PA449958,Dirigé,interacts with
PA451107,PA449958,Dirigé,interacts with
PA451108,PA450555,Dirigé,interacts with
PA448383,PA449028,Dirigé,interacts with
PA448486,PA449011,Dirigé,interacts with
PA451107,PA449011,Dirigé,interacts with
PA449389,PA443459,Dirigé,treats
PA448383,PA451666,Dirigé,interacts with
PA449958,PA448964,Dirigé,interacts with
PA449389,PA444368,Dirigé,treats
PA449958,PA443459,Dirigé,treats
PA449389,PA164742986,Dirigé,interacts with
PA449958,PA164742986,Dirigé,interacts with
PA451363,PA450146,Dirigé,interacts with
PA451363,PA443796,Dirigé,treats
PA448498,PA449011,Dirigé,interacts with
PA451363,PA445647,Dirigé,treats
PA451363,PA443425,Dirigé,treats
PA448497,PA451106,Dirigé,interacts with
PA451363,DOID:1168,Dirigé,treats
PA449389,PA153619853,Dirigé,interacts with
PA449958,PA153619853,Dirigé,interacts with
PA10066,PA451112,Dirigé,interacts with
PA451363,PA451868,Dirigé,interacts with
00682,PA450353,Dirigé,interacts with
PA448486,PA451209,Dirigé,interacts with
PA448486,PA450386,Dirigé,interacts with
PA451107,PA451209,Dirigé,interacts with
PA451107,PA450386,Dirigé,interacts with
PA448486,PA451107,Dirigé,interacts with
PA448586,PA450101,Dirigé,interacts with
PA448586,PA445131,Dirigé,treats
PA449977,DOID:635,Dirigé,treats
PA451457,PA450850,Dirigé,interacts with
PA449977,PA448785,Dirigé,interacts with
PA450085,PA450603,Dirigé,interacts with
PA449977,DOID:526,Dirigé,treats
PA451209,PA450850,Dirigé,interacts with
PA451457,PA451209,Dirigé,interacts with
PA451209,PA451457,Dirigé,interacts with
PA451209,PA451108,Dirigé,interacts with
PA448964,PA451107,Dirigé,interacts with
PA451457,PA451108,Dirigé,interacts with
PA449389,PA449015,Dirigé,interacts with
PA451209,PA449646,Dirigé,interacts with
PA450850,PA449011,Dirigé,interacts with
PA451457,PA449646,Dirigé,interacts with
PA450850,PA449373,Dirigé,interacts with
PA451108,PA449011,Dirigé,interacts with
PA451108,PA449373,Dirigé,interacts with
PA450850,PA449839,Dirigé,interacts with
PA451108,PA449839,Dirigé,interacts with
PA450085,PA448422,Dirigé,interacts with
PA448486,PA449646,Dirigé,interacts with
PA451107,PA449646,Dirigé,interacts with
PA448497,PA450428,Dirigé,interacts with
PA451363,PA448383,Dirigé,interacts with
PA10066,PA451741,Dirigé,interacts with
PA451107,PA451457,Dirigé,interacts with
PA450850,PA451107,Dirigé,interacts with
PA448497,PA448018,Dirigé,interacts with
PA448486,PA451457,Dirigé,interacts with
PA450850,PA449389,Dirigé,interacts with
